Sensor,k,alpha,Mean Fluctuation
1,3144.4200732020236,-0.19561850602202935,37.9558492588161
2,5342.92917758777,-0.321508327476599,25.447247597961272
3,6068.466834694221,-0.21646390444911767,26.014601886025723
4,9159.13550238532,-0.4048213404194859,33.190912011718964
5,7559.146753107593,-0.4221288214930022,44.48899972591181
6,7643.694202057339,-0.289857837225803,112.69584570473329
7,7015.921540070421,-0.3359345465286562,123.29048945481401
8,5818.473102691612,-0.17161128420319913,40.38645580872895
9,5483.140691802281,-0.18769563211368828,46.950209260914214
10,5077.768575962587,-0.27208505504851377,27.551335394871156
11,6158.293943905665,-0.26764912624681236,64.21021069565296
12,4154.874304421336,-0.1470639292141077,31.48830361238538
13,5428.9937925832055,-0.08816542939629154,68.42598573709812
14,8203.029377854571,-0.23636674333039392,66.8144073933407
15,5093.232952732765,-0.359150470961679,48.629167911989676
16,12655.472753688964,-0.2015823040052705,99.38372692177713
17,12291.579267657948,-0.5248231353797337,21.021634709893213
18,13916.403213119054,-0.5102674127062622,70.81853357218374
19,18714.354370006764,-0.6010026514785222,227.58191332919117
20,8215.97724822974,-0.4123772091964547,64.76983772410854
21,5303.69984315251,-0.12295081821827472,63.082424625114896
22,12778.524423638975,-0.3781796688420724,121.96469485342874
23,10976.582557763875,-0.3614320985968612,174.42301790628557
24,13096.998323586346,-0.47313241762010155,140.6161855727831
25,7130.900624626873,-0.20958419518908666,94.68290764951257
26,17344.962550890945,-0.5095707112960574,249.23341333006272
27,8248.074820116206,-0.3400934267879332,95.95248644626838
28,10119.989693759457,-0.3202480799547258,164.74942766198578
29,9585.53539427076,-0.306236718321142,90.28454833049854
30,20789.501857884425,-0.5637796941147524,154.15381310996491
31,3430.8221507408466,0.044536008540501756,101.53100695412428
32,5804.4701106715065,-0.1667860040344951,65.48247158951058
33,5567.900808334967,-0.14652984169508543,26.29292104203083
34,4672.755504439322,-0.15082967023506202,99.0508382947225
35,4571.386603155904,-0.1748550307343076,86.65049254299468
